time,feed_c,out_c,feed_f,out_f,pressure,out_f_setting,out_c_setting,reward,error,sum_error,done
2021-05-29 14:40:00,21.99658443,61.81142788,583.0764123,120.72826770000002,46.90495114,120.0,52.0,-96.26411704444122,-9.811427879999997,-389.19124534,0
2021-05-29 14:45:00,18.93624844,60.94333364,687.3839745,124.92531699999999,46.83412404,120.0,52.0,-79.98321659635563,-8.943333639999999,-398.13457898,0
2021-05-29 14:50:00,18.51722374,62.24650406,625.3587932999999,117.3620021,46.86253726,120.0,52.0,-104.99084545159647,-10.24650406,-408.38108304,0
2021-05-29 14:55:00,19.79700367,61.13485034,694.9234026,120.10625230000001,47.07432796,120.0,52.0,-83.44549073419812,-9.13485034,-417.51593338000004,0
2021-05-29 15:00:00,18.28021466,61.61947807,672.0190623999999,114.8734143,47.11334983,120.0,52.0,-92.53435833921091,-9.61947807,-427.13541145000005,0
2021-05-29 15:05:00,20.37693166,60.66596731,601.6882065000001,122.2741909,47.02349247,120.0,52.0,-75.09898941798862,-8.66596731,-435.80137876000003,0
2021-05-29 15:10:00,19.71587044,60.89687195,714.1981491,114.5125389,47.23355125,120.0,52.0,-79.15433049469677,-8.896871949999998,-444.69825071,0
2021-05-29 15:15:00,22.59196755,61.08141066,647.0169795,129.3477893,47.54615925,120.0,52.0,-82.47201957556169,-9.081410660000003,-453.77966137000004,0
2021-05-29 15:20:00,18.36982923,61.28666209,653.8259939,117.9328279,47.38463982,120.0,52.0,-86.24209277384317,-9.28666209,-463.06632346000004,0
2021-05-29 15:25:00,20.02606051,62.20205869,694.1504449,116.76857759999999,46.43140174,120.0,52.0,-104.08200151420453,-10.202058690000001,-473.26838215000004,0
2021-05-29 15:30:00,18.61503195,60.56506171,657.2721227000001,115.32435020000001,46.97807732,120.0,52.0,-73.36028209610815,-8.565061710000002,-481.83344386000005,0
2021-05-29 15:35:00,21.86764158,61.25662213,730.6240313,121.3067608,47.0608849,120.0,52.0,-85.68505325760567,-9.256622129999997,-491.09006599,0
2021-05-29 15:40:00,18.0366672,61.02918539,648.3008316,122.92399669999999,46.94010035,120.0,52.0,-81.5261888069895,-9.029185390000002,-500.11925138000004,0
2021-05-29 15:45:00,21.04588486,62.23312565,593.4633799,118.40112450000001,46.66246404,120.0,52.0,-104.71686056868788,-10.233125649999998,-510.35237703,0
2021-05-29 15:50:00,18.21516469,59.89535674,604.5938704,122.0925017,47.07071069,120.0,52.0,-62.33665805186338,-7.895356739999997,-518.24773377,0
2021-05-29 15:55:00,17.79669571,61.1267529,603.6532403,116.0000783,47.16093144,120.0,52.0,-83.2976184976584,-9.1267529,-527.37448667,0
2021-05-29 16:00:00,15.74683526,61.41134562,0.7349194040000001,117.24890259999998,46.355299,120.0,52.0,-88.57342637909316,-9.411345619999999,-536.78583229,0
2021-05-29 16:05:00,17.78603034,62.27967472,590.1810475999999,118.97504909999999,46.3815951,120.0,52.0,-105.67171234900714,-10.279674720000003,-547.06550701,0
2021-05-29 16:10:00,14.2740361,59.74329286,379.38480580000004,125.0235341,46.09177602,120.0,52.0,-59.95858431572693,-7.743292859999997,-554.80879987,0
2021-06-08 09:40:00,30.22311151,67.15193505,449.08780010000004,64.1639928,46.70018056,142.6,52.0,-229.5811357594187,-15.151935050000006,-569.96073492,0
2021-06-08 09:45:00,27.61695061,67.28064544,462.28624169999995,54.92103381,49.30294696,160.0,52.0,-233.4981250629928,-15.28064544,-585.24138036,0
2021-06-08 09:50:00,42.64745967,65.49833183,598.9569916,162.4514494,46.76974254,160.0,52.0,-182.2049621927911,-13.498331829999998,-598.73971219,0
2021-06-08 10:00:00,27.78037093,65.71266785,491.1639313,152.71461000000002,49.50447934,160.0,52.0,-188.0372595644237,-13.712667850000003,-612.45238004,0
2021-06-08 10:05:00,26.40038087,65.7568128,476.20172930000007,189.13054319999998,51.35090747,160.0,52.0,-189.249898414244,-13.756812800000006,-626.20919284,0
2021-06-08 10:10:00,33.735946399999996,65.41071762,605.0634037000001,149.7248334,48.71346385,160.0,52.0,-179.84734708337845,-13.41071762,-639.61991046,0
2021-06-08 10:15:00,29.28726466,64.29707894,462.2249752,167.00434950000002,49.47092268,160.0,52.0,-151.21815045659167,-12.297078940000006,-651.9169894,0
2021-06-08 10:20:00,29.77657007,64.07952067,540.9121038,155.1736731,50.35831072,160.0,52.0,-145.9148196169571,-12.079520669999994,-663.99651007,0
2021-06-08 10:25:00,33.33166483,63.99341644,443.09954639999995,163.04250380000002,51.32245661,154.8,52.0,-143.8420379032622,-11.993416439999997,-675.98992651,0
2021-06-08 10:30:00,30.55871226,63.97270861,536.5668469999999,134.2217959,51.09403582,140.0,52.0,-143.34575145996808,-11.972708609999998,-687.9626351200001,0
2021-06-08 10:35:00,28.9186484,63.397133600000004,503.314601,138.5990596,52.0001148,140.0,52.0,-129.89465429624903,-11.397133600000004,-699.35976872,0
2021-06-08 10:40:00,29.42526801,64.18420682,478.0639817,129.4229138,52.05147626,140.0,52.0,-148.4548958325345,-12.18420682,-711.54397554,0
2021-06-08 10:45:00,31.75568147,62.75161903,477.6355257,143.8869053,52.81140951,140.0,52.0,-115.59731176625816,-10.75161903,-722.29559457,0
2021-06-08 10:50:00,27.42672829,63.42181165,471.7496591,133.3687496,51.46011368,140.0,52.0,-130.45778136807579,-11.421811650000002,-733.71740622,0
